# #pres-data,#real-data
24.19,0.00
22.52,0.00
21.36,0.00
18.30,0.00
18.68,139.78
20.90,0.00
23.20,0.00
20.77,0.00
15.56,0.00
13.50,0.00
7.39,0.00
1.40,0.00
1.02,0.00
0.99,0.00
0.91,0.00
0.86,0.00
0.84,0.00
0.83,0.00
0.81,0.00
0.84,0.00
0.87,0.00
0.92,0.00
0.92,0.00
0.92,0.00
0.92,0.00
0.91,0.00
0.90,0.00
0.89,0.00
0.88,0.00
0.88,0.00
0.88,0.00
0.87,0.00
0.87,0.00
0.97,0.00
0.96,0.00
0.95,0.00
0.94,0.00
0.92,0.00
0.91,0.00
0.90,0.00
0.89,0.00
0.89,0.00
0.88,0.00
0.87,0.00
0.88,0.00
1.04,0.00
1.02,0.00
1.00,0.00
0.96,0.00
0.93,0.00
0.92,0.00
0.90,0.00
0.90,0.00
0.90,0.00
0.89,0.00
0.87,0.00
0.90,0.00
1.13,0.00
1.09,0.00
1.05,0.00
0.99,0.00
0.95,0.00
0.93,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.90,0.00
0.88,0.00
0.96,0.00
1.19,0.00
1.16,0.00
1.10,0.00
1.02,0.00
0.96,0.00
0.94,0.00
0.92,0.00
0.91,0.00
0.91,0.00
0.90,0.00
0.90,0.00
1.11,0.00
1.19,0.00
1.17,0.00
1.10,0.00
1.02,0.00
0.97,0.00
0.94,0.00
0.93,0.00
0.92,0.00
0.93,0.00
0.91,0.00
0.97,0.00
1.24,0.00
1.12,0.00
1.08,0.00
1.03,0.00
0.99,0.00
0.96,0.00
0.94,0.00
0.93,0.00
0.93,0.00
0.94,0.00
0.94,0.00
1.10,0.00
0.94,0.00
0.90,0.00
0.91,0.00
0.94,0.00
0.94,0.00
0.94,0.00
0.94,0.00
0.94,0.00
0.95,0.00
0.99,0.00
72.92,0.00
78.46,0.00
92.14,0.00
25.68,0.00
31.13,170.84
100.42,264.02
208.25,186.37
209.94,93.18
205.09,0.00
194.64,0.00
188.91,279.55
178.59,0.00
164.83,0.00
110.71,124.24
29.74,0.00
13.89,0.00
3.03,0.00
1.63,0.00
7.99,0.00
9.98,0.00
24.22,0.00
16.26,124.24
17.67,0.00
10.30,0.00
11.36,0.00
11.74,0.00
4.79,0.00
5.30,0.00
6.71,0.00
7.16,0.00
6.24,0.00
5.77,0.00
5.63,0.00
5.62,0.00
5.43,0.00
4.84,0.00
4.81,0.00
5.46,0.00
5.58,0.00
5.48,0.00
5.49,0.00
5.08,0.00
5.00,0.00
5.39,0.00
5.64,0.00
5.84,0.00
5.54,0.00
4.97,0.00
5.09,0.00
4.86,0.00
4.34,0.00
4.24,0.00
3.25,0.00
2.71,0.00
2.74,0.00
2.76,0.00
2.76,0.00
3.21,0.00
4.29,0.00
5.11,0.00
7.19,0.00
25.32,0.00
35.02,0.00
40.54,0.00
41.12,93.18
45.73,0.00
47.33,108.71
48.81,201.90
50.10,0.00
50.97,0.00
51.45,77.65
52.07,93.18
45.41,0.00
19.00,108.71
12.82,93.18
15.44,93.18
9.24,46.59
11.12,0.00
3.97,0.00
3.67,0.00
37.23,0.00
19.21,0.00
2.33,0.00
2.86,0.00
4.17,0.00
3.06,0.00
3.38,0.00
5.30,124.24
8.72,0.00
8.86,0.00
9.23,0.00
8.58,0.00
7.11,0.00
5.46,0.00
4.72,62.12
5.89,0.00
7.21,0.00
5.84,0.00
3.86,0.00
4.82,0.00
5.10,0.00
5.67,0.00
5.68,0.00
5.24,108.71
5.54,0.00
6.32,0.00
7.19,0.00
6.90,0.00
7.16,0.00
5.02,0.00
2.96,0.00
3.00,0.00
3.57,0.00
4.83,0.00
6.34,0.00
6.95,0.00
5.14,0.00
5.27,0.00
5.80,0.00
6.88,0.00
5.59,0.00
4.80,0.00
2.84,77.65
3.86,0.00
4.92,0.00
4.98,0.00
4.93,0.00
5.61,0.00
8.38,0.00
13.87,0.00
20.24,0.00
28.09,0.00
27.56,77.65
20.94,0.00
5.51,62.12
16.58,108.71
19.22,0.00
19.40,0.00
18.69,108.71
18.94,0.00
21.62,0.00
30.07,77.65
33.37,0.00
36.85,77.65
36.99,0.00
34.35,0.00
18.23,0.00
26.40,0.00
34.03,0.00
28.86,0.00
23.79,0.00
23.30,139.78
19.92,0.00
17.31,0.00
16.92,0.00
18.18,0.00
21.72,0.00
28.01,0.00
30.12,0.00
30.01,0.00
30.20,0.00
29.11,0.00
25.99,0.00
23.48,0.00
19.46,0.00
18.43,0.00
17.83,0.00
18.22,0.00
20.44,0.00
20.84,0.00
15.94,0.00
17.15,0.00
18.87,108.71
21.87,0.00
21.24,0.00
18.82,0.00
17.39,139.78
18.31,0.00
19.27,0.00
20.65,0.00
20.58,0.00
15.37,77.65
12.92,0.00
8.35,0.00
2.05,0.00
1.02,0.00
0.97,0.00
0.90,0.00
0.86,0.00
0.83,0.00
0.81,0.00
0.81,0.00
0.87,0.00
0.95,0.00
1.81,0.00
1.77,0.00
1.77,0.00
1.77,0.00
1.77,0.00
1.77,0.00
1.74,0.00
1.71,0.00
1.61,0.00
1.41,0.00
1.26,0.00
1.28,0.00
2.01,0.00
1.95,0.00
1.94,0.00
1.90,0.00
1.87,0.00
1.86,0.00
1.83,0.00
1.81,0.00
1.71,0.00
1.48,0.00
1.31,0.00
1.47,0.00
2.19,0.00
2.11,0.00
2.09,0.00
2.04,0.00
1.98,0.00
1.94,0.00
1.91,0.00
1.89,0.00
1.81,0.00
1.56,0.00
1.39,0.00
1.79,0.00
2.38,0.00
2.28,0.00
2.24,0.00
2.15,0.00
2.09,0.00
2.03,0.00
2.00,0.00
1.97,0.00
1.89,0.00
1.67,0.00
1.52,0.00
2.05,0.00
2.57,0.00
2.45,0.00
2.38,0.00
2.26,0.00
2.15,0.00
2.10,0.00
2.07,0.00
2.04,0.00
1.98,0.00
1.78,0.00
1.76,0.00
2.36,0.00
2.73,0.00
2.57,0.00
2.47,0.00
2.33,0.00
2.22,0.00
2.18,0.00
2.15,0.00
2.10,0.00
2.05,0.00
1.94,0.00
2.10,0.00
2.91,0.00
2.79,0.00
2.58,0.00
2.47,0.00
2.35,0.00
2.28,0.00
2.25,0.00
2.22,0.00
2.19,0.00
2.15,0.00
2.19,0.00
2.84,0.00
3.71,0.00
3.16,0.00
2.67,0.00
2.47,0.00
2.36,0.00
2.29,0.00
2.27,0.00
2.28,0.00
2.32,0.00
2.43,0.00
3.21,0.00
6.24,0.00
12.82,0.00
10.38,0.00
8.86,77.65
7.66,0.00
6.34,0.00
5.10,0.00
4.28,0.00
4.06,46.59
5.07,62.12
13.07,0.00
32.15,0.00
36.05,93.18
36.79,0.00
37.57,0.00
35.08,0.00
35.65,93.18
34.96,77.65
34.00,0.00
32.89,0.00
30.67,0.00
31.24,0.00
33.74,124.24
19.27,62.12
16.93,0.00
23.92,0.00
10.66,0.00
14.23,139.78
30.65,0.00
21.87,0.00
28.24,0.00
23.21,0.00
17.47,0.00
13.91,0.00
12.07,0.00
10.25,0.00
9.31,0.00
8.00,0.00
7.00,0.00
9.70,0.00
13.04,0.00
13.68,0.00
13.41,0.00
12.66,0.00
11.46,0.00
10.11,0.00
9.34,0.00
9.73,0.00
11.56,0.00
12.90,0.00
7.44,0.00
9.78,0.00
13.90,0.00
14.54,0.00
13.97,0.00
12.80,0.00
11.32,0.00
10.04,0.00
9.64,0.00
10.73,93.18
14.48,93.18
20.08,0.00
19.55,0.00
21.46,0.00
21.96,0.00
17.77,186.37
12.10,0.00
9.54,0.00
7.69,93.18
6.92,0.00
6.48,77.65
5.48,0.00
7.52,124.24
20.90,0.00
26.10,0.00
19.36,0.00
4.39,77.65
3.51,93.18
5.74,0.00
6.23,0.00
5.12,0.00
7.86,0.00
3.74,0.00
11.19,0.00
4.08,0.00
6.75,0.00
5.47,0.00
6.10,0.00
8.24,0.00
10.04,0.00
15.51,0.00
14.86,0.00
13.82,77.65
14.43,108.71
16.78,0.00
19.77,0.00
20.07,46.59
15.59,0.00
10.18,0.00
9.86,186.37
16.03,186.37
31.38,0.00
37.15,108.71
39.65,0.00
32.11,0.00
37.70,77.65
36.20,0.00
39.73,124.24
37.52,0.00
16.29,0.00
4.35,264.02
10.94,0.00
22.91,0.00
36.71,93.18
36.96,0.00
39.45,0.00
40.68,0.00
38.47,0.00
37.76,93.18
38.64,0.00
41.82,93.18
38.28,0.00
6.62,0.00
19.66,93.18
31.63,0.00
41.29,232.96
42.84,0.00
45.91,124.24
47.62,0.00
49.20,0.00
51.11,0.00
48.17,0.00
52.74,0.00
41.82,108.71
6.55,0.00
13.06,124.24
36.91,0.00
51.82,108.71
59.34,0.00
60.35,155.31
44.39,108.71
43.20,0.00
45.03,0.00
49.24,77.65
54.86,155.31
53.44,0.00
37.39,0.00
43.38,0.00
54.17,0.00
53.46,0.00
55.45,77.65
52.56,0.00
54.45,0.00
56.50,0.00
57.16,108.71
46.60,108.71
37.16,0.00
57.64,108.71
55.27,0.00
57.53,0.00
56.01,108.71
53.37,0.00
47.77,0.00
53.47,0.00
53.49,124.24
47.64,0.00
37.09,0.00
33.84,0.00
32.87,0.00
13.17,0.00
22.70,0.00
22.18,77.65
23.12,0.00
32.58,124.24
31.58,0.00
27.72,0.00
22.32,0.00
25.48,77.65
30.92,0.00
39.73,0.00
28.23,0.00
14.42,0.00
10.99,0.00
4.11,0.00
1.25,0.00
0.96,0.00
0.94,108.71
0.87,0.00
0.84,0.00
0.82,0.00
0.81,0.00
0.89,0.00
1.00,0.00
1.90,0.00
2.04,0.00
2.05,0.00
2.03,0.00
1.94,0.00
1.87,0.00
1.82,0.00
1.81,0.00
1.80,0.00
1.78,0.00
1.64,0.00
1.37,77.65
1.56,0.00
1.99,0.00
1.94,0.00
1.94,0.00
1.92,0.00
1.90,0.00
1.90,0.00
1.92,0.00
1.96,0.00
1.91,0.00
1.84,108.71
1.70,0.00
1.77,0.00
2.14,0.00
2.08,0.00
2.07,0.00
2.04,0.00
2.03,0.00
2.03,0.00
1.96,0.00
1.90,0.00
1.85,0.00
1.78,186.37
1.59,0.00
1.93,0.00
2.40,0.00
2.27,0.00
2.25,139.78
2.37,0.00
2.40,0.00
2.17,0.00
1.93,0.00
1.88,0.00
1.87,0.00
1.89,0.00
2.00,0.00
2.30,0.00
2.30,0.00
2.19,0.00
2.15,108.71
2.18,0.00
2.11,0.00
2.07,0.00
2.05,0.00
2.04,0.00
2.02,0.00
1.99,0.00
2.08,0.00
2.40,93.18
2.51,0.00
2.49,0.00
2.42,0.00
2.30,0.00
2.22,108.71
2.30,0.00
2.28,0.00
2.18,0.00
2.08,0.00
2.06,0.00
2.31,0.00
2.77,0.00
2.20,0.00
2.12,0.00
2.13,0.00
2.16,0.00
2.17,0.00
2.15,0.00
2.14,0.00
2.11,0.00
2.09,0.00
2.12,77.65
2.57,0.00
3.60,0.00
3.75,0.00
3.04,0.00
2.54,124.24
2.28,0.00
2.25,0.00
2.22,62.12
2.24,0.00
2.33,0.00
2.76,0.00
4.23,0.00
6.79,0.00
23.92,0.00
16.74,0.00
10.75,108.71
7.53,108.71
10.75,0.00
9.99,0.00
7.53,0.00
4.80,0.00
4.94,0.00
9.46,0.00
31.83,0.00
35.68,0.00
30.94,124.24
25.16,124.24
26.01,0.00
31.79,0.00
32.64,108.71
32.98,0.00
33.58,93.18
34.22,0.00
35.38,62.12
38.99,0.00
42.67,108.71
6.03,0.00
27.23,0.00
37.18,0.00
20.18,124.24
21.11,0.00
23.46,62.12
16.62,0.00
15.83,0.00
16.71,0.00
14.04,124.24
13.64,62.12
12.13,0.00
13.18,93.18
17.31,0.00
24.15,0.00
28.71,0.00
16.15,0.00
14.98,0.00
14.03,0.00
12.30,124.24
11.28,0.00
11.82,0.00
11.12,0.00
10.10,0.00
10.31,0.00
12.86,0.00
13.44,46.59
13.66,108.71
14.37,0.00
15.93,0.00
15.75,0.00
13.93,0.00
13.12,0.00
11.84,0.00
9.80,0.00
6.84,0.00
9.38,0.00
18.59,0.00
13.04,0.00
22.71,0.00
14.25,0.00
13.74,0.00
13.14,0.00
12.41,0.00
11.48,0.00
10.29,62.12
9.17,0.00
8.70,108.71
10.84,0.00
17.41,0.00
18.67,0.00
10.42,0.00
7.19,0.00
5.61,0.00
4.39,0.00
3.85,0.00
4.34,0.00
6.17,0.00
5.85,0.00
7.66,0.00
8.75,0.00
9.98,0.00
10.23,0.00
8.64,0.00
6.05,0.00
5.68,0.00
6.77,62.12
8.47,0.00
10.93,62.12
17.34,0.00
26.97,0.00
33.81,0.00
35.68,0.00
24.33,0.00
8.07,62.12
12.60,295.08
28.76,93.18
36.93,93.18
38.03,77.65
41.41,0.00
39.02,93.18
41.10,0.00
45.18,108.71
49.60,0.00
50.41,108.71
45.81,108.71
13.14,0.00
18.36,217.43
43.83,0.00
49.71,139.78
53.29,0.00
54.97,0.00
51.23,0.00
51.91,108.71
49.98,77.65
52.28,201.90
56.32,0.00
59.26,108.71
36.06,0.00
50.55,0.00
61.48,124.24
61.58,108.71
60.19,77.65
59.61,62.12
59.21,170.84
58.69,0.00
60.44,0.00
60.75,0.00
57.77,139.78
60.55,93.18
55.47,124.24
59.89,93.18
62.32,0.00
64.33,326.14
63.56,0.00
63.58,124.24
62.14,108.71
56.76,186.37
57.06,124.24
61.98,0.00
60.40,0.00
57.90,186.37
54.51,0.00
62.87,0.00
63.74,0.00
61.58,0.00
58.07,0.00
54.51,0.00
49.97,0.00
45.18,217.43
58.23,0.00
61.57,0.00
54.93,0.00
23.64,0.00
31.76,0.00
32.29,0.00
34.86,93.18
45.98,0.00
44.83,0.00
34.90,0.00
27.61,0.00
19.54,0.00
54.45,0.00
52.10,0.00
33.68,77.65
10.47,0.00
10.24,139.78
18.65,0.00
26.78,0.00
25.89,0.00
18.83,0.00
16.77,0.00
24.17,0.00
37.40,0.00
41.74,0.00
35.34,0.00
