# #pres-data,#real-data
23.95,0.00
17.66,0.00
24.25,0.00
16.15,0.00
20.69,139.78
23.17,0.00
16.66,0.00
1.34,0.00
0.10,0.00
1.11,0.00
0.18,0.00
0.10,0.00
0.08,0.00
0.09,0.00
0.15,0.00
0.16,0.00
0.13,0.00
0.43,0.00
0.31,0.00
0.12,0.00
2.84,0.00
1.09,0.00
0.20,0.00
0.17,0.00
0.22,0.00
0.26,0.00
0.33,0.00
0.33,0.00
0.33,0.00
0.29,0.00
0.70,0.00
3.36,0.00
0.87,0.00
1.50,0.00
0.21,0.00
0.17,0.00
0.22,0.00
0.27,0.00
0.34,0.00
0.37,0.00
0.38,0.00
0.34,0.00
2.39,0.00
3.60,0.00
1.42,0.00
1.75,0.00
0.18,0.00
0.17,0.00
0.22,0.00
0.28,0.00
0.33,0.00
0.39,0.00
0.44,0.00
0.44,0.00
2.49,0.00
3.50,0.00
2.14,0.00
1.75,0.00
0.14,0.00
0.17,0.00
0.21,0.00
0.27,0.00
0.34,0.00
0.39,0.00
0.43,0.00
0.48,0.00
0.85,0.00
3.43,0.00
2.21,0.00
0.37,0.00
0.13,0.00
0.15,0.00
0.20,0.00
0.26,0.00
0.34,0.00
0.42,0.00
0.44,0.00
0.48,0.00
0.60,0.00
3.36,0.00
2.25,0.00
0.12,0.00
0.12,0.00
0.14,0.00
0.18,0.00
0.26,0.00
0.39,0.00
0.44,0.00
0.43,0.00
0.43,0.00
0.62,0.00
2.78,0.00
0.42,0.00
0.13,0.00
0.11,0.00
0.12,0.00
0.15,0.00
0.30,0.00
0.55,0.00
0.54,0.00
0.43,0.00
0.25,0.00
0.46,0.00
0.17,0.00
0.15,0.00
0.27,0.00
0.08,0.00
0.09,0.00
0.15,0.00
0.44,0.00
0.57,0.00
0.68,0.00
0.37,0.00
0.68,0.00
198.30,0.00
225.19,0.00
157.12,0.00
95.71,0.00
116.29,170.84
214.59,264.02
197.87,186.37
167.69,93.18
141.41,0.00
143.87,0.00
246.47,279.55
195.84,0.00
203.98,0.00
51.12,124.24
2.75,0.00
0.78,0.00
0.10,0.00
0.10,0.00
0.06,0.00
0.13,0.00
2.86,0.00
0.34,124.24
1.30,0.00
0.96,0.00
0.08,0.00
0.12,0.00
0.39,0.00
0.55,0.00
0.27,0.00
1.25,0.00
0.66,0.00
0.18,0.00
0.81,0.00
0.63,0.00
2.15,0.00
30.88,0.00
1.79,0.00
0.50,0.00
1.60,0.00
5.35,0.00
2.20,0.00
0.25,0.00
0.24,0.00
22.09,0.00
2.59,0.00
0.27,0.00
47.10,0.00
0.21,0.00
0.21,0.00
0.32,0.00
6.15,0.00
10.83,0.00
2.12,0.00
0.49,0.00
0.14,0.00
2.25,0.00
0.67,0.00
0.17,0.00
0.09,0.00
0.17,0.00
0.32,0.00
96.56,0.00
55.07,0.00
63.24,0.00
65.55,93.18
61.50,0.00
81.58,108.71
73.04,201.90
63.47,0.00
47.13,0.00
36.48,77.65
43.43,93.18
70.24,0.00
48.20,108.71
22.71,93.18
35.26,93.18
9.76,46.59
0.76,0.00
0.14,0.00
0.12,0.00
31.43,0.00
83.75,0.00
0.11,0.00
0.07,0.00
0.08,0.00
0.11,0.00
0.17,0.00
0.13,124.24
0.12,0.00
4.75,0.00
7.36,0.00
11.53,0.00
8.87,0.00
0.62,0.00
0.15,62.12
0.32,0.00
0.11,0.00
0.10,0.00
0.12,0.00
0.18,0.00
0.36,0.00
0.68,0.00
0.88,0.00
0.32,108.71
0.73,0.00
1.35,0.00
21.95,0.00
0.69,0.00
0.09,0.00
0.09,0.00
0.12,0.00
0.10,0.00
0.10,0.00
0.11,0.00
0.14,0.00
0.53,0.00
1.37,0.00
0.68,0.00
0.36,0.00
0.09,0.00
0.30,0.00
0.10,0.00
0.13,77.65
0.13,0.00
0.16,0.00
0.22,0.00
0.32,0.00
0.28,0.00
0.29,0.00
0.59,0.00
0.96,0.00
20.72,0.00
8.71,77.65
0.11,0.00
0.45,62.12
18.47,108.71
15.11,0.00
12.94,0.00
9.78,108.71
2.88,0.00
0.32,0.00
1.77,77.65
50.12,0.00
52.69,77.65
42.37,0.00
12.69,0.00
0.26,0.00
0.20,0.00
13.79,0.00
0.17,0.00
0.08,0.00
1.01,139.78
0.12,0.00
0.15,0.00
0.15,0.00
2.20,0.00
24.79,0.00
18.44,0.00
15.13,0.00
23.39,0.00
16.68,0.00
22.03,0.00
1.10,0.00
0.12,0.00
12.15,0.00
13.50,0.00
2.16,0.00
1.31,0.00
52.73,0.00
7.99,0.00
2.32,0.00
19.35,0.00
13.53,108.71
9.83,0.00
9.67,0.00
11.32,0.00
11.51,139.78
15.37,0.00
17.28,0.00
1.11,0.00
0.14,0.00
0.08,77.65
0.07,0.00
0.11,0.00
0.09,0.00
0.09,0.00
0.11,0.00
0.09,0.00
0.10,0.00
0.21,0.00
0.20,0.00
0.11,0.00
0.07,0.00
1.47,0.00
0.27,0.00
0.26,0.00
0.26,0.00
0.31,0.00
0.42,0.00
0.56,0.00
0.57,0.00
0.52,0.00
0.54,0.00
0.56,0.00
3.43,0.00
1.16,0.00
0.25,0.00
0.31,0.00
0.35,0.00
0.43,0.00
0.59,0.00
0.76,0.00
0.76,0.00
0.77,0.00
1.04,0.00
1.52,0.00
3.77,0.00
1.24,0.00
0.23,0.00
0.33,0.00
0.45,0.00
0.59,0.00
0.73,0.00
0.91,0.00
0.91,0.00
1.00,0.00
1.37,0.00
1.85,0.00
3.71,0.00
1.02,0.00
0.21,0.00
0.31,0.00
0.61,0.00
0.80,0.00
0.93,0.00
1.04,0.00
1.02,0.00
1.15,0.00
1.53,0.00
2.03,0.00
3.51,0.00
1.01,0.00
0.20,0.00
0.31,0.00
0.64,0.00
0.98,0.00
1.12,0.00
1.18,0.00
1.08,0.00
1.13,0.00
1.55,0.00
2.06,0.00
3.26,0.00
0.68,0.00
0.93,0.00
0.82,0.00
0.98,0.00
1.31,0.00
1.43,0.00
1.33,0.00
1.08,0.00
1.05,0.00
1.41,0.00
1.89,0.00
2.82,0.00
0.35,0.00
10.80,0.00
11.20,0.00
11.52,0.00
9.92,0.00
7.68,0.00
2.79,0.00
1.20,0.00
0.93,0.00
1.10,0.00
1.38,0.00
1.22,0.00
0.60,0.00
22.03,0.00
23.76,0.00
27.73,0.00
32.41,0.00
29.82,0.00
26.51,0.00
8.66,0.00
1.32,0.00
1.09,0.00
1.10,0.00
5.71,0.00
35.54,0.00
38.71,0.00
33.17,77.65
28.55,0.00
26.55,0.00
30.53,0.00
23.59,0.00
24.27,46.59
48.55,62.12
58.14,0.00
52.35,0.00
87.48,93.18
59.04,0.00
0.24,0.00
32.45,0.00
43.25,93.18
39.28,77.65
27.35,0.00
17.60,0.00
8.67,0.00
6.05,0.00
11.36,124.24
0.23,62.12
0.07,0.00
5.83,0.00
0.19,0.00
0.10,139.78
11.97,0.00
2.59,0.00
24.52,0.00
15.89,0.00
5.15,0.00
0.35,0.00
0.07,0.00
0.23,0.00
0.11,0.00
0.08,0.00
0.10,0.00
0.54,0.00
4.09,0.00
16.17,0.00
19.07,0.00
12.36,0.00
2.96,0.00
1.01,0.00
0.58,0.00
0.44,0.00
0.52,0.00
0.83,0.00
0.89,0.00
1.61,0.00
3.49,0.00
24.40,0.00
28.17,0.00
21.25,0.00
6.87,0.00
2.16,0.00
0.48,0.00
0.33,93.18
0.60,93.18
16.14,0.00
95.52,0.00
109.85,0.00
10.08,0.00
57.37,186.37
46.12,0.00
44.18,0.00
0.37,93.18
0.07,0.00
0.13,77.65
0.12,0.00
0.11,124.24
97.92,0.00
29.53,0.00
7.62,0.00
0.08,77.65
0.07,93.18
3.40,0.00
0.15,0.00
0.09,0.00
0.14,0.00
0.08,0.00
0.08,0.00
0.11,0.00
0.41,0.00
0.14,0.00
0.16,0.00
2.63,0.00
24.16,0.00
7.56,0.00
9.68,0.00
11.42,77.65
4.96,108.71
1.85,0.00
39.94,0.00
21.30,46.59
24.61,0.00
13.41,0.00
11.93,186.37
16.92,186.37
24.75,0.00
22.87,108.71
35.02,0.00
49.25,0.00
53.90,77.65
111.66,0.00
96.05,124.24
43.31,0.00
0.30,0.00
4.05,264.02
1.30,0.00
22.22,0.00
18.85,93.18
34.57,0.00
23.12,0.00
49.65,0.00
52.14,0.00
64.93,93.18
7.95,0.00
0.09,93.18
0.87,0.00
21.00,0.00
21.25,93.18
28.90,0.00
78.59,232.96
25.62,0.00
30.28,124.24
49.14,0.00
60.65,0.00
42.09,0.00
51.73,0.00
35.53,0.00
3.97,108.71
0.19,0.00
0.95,124.24
6.42,0.00
29.64,108.71
46.86,0.00
60.19,155.31
13.29,108.71
13.16,0.00
41.88,0.00
51.04,77.65
47.54,155.31
19.86,0.00
15.78,0.00
20.11,0.00
23.79,0.00
34.66,0.00
39.45,77.65
63.41,0.00
88.38,0.00
113.53,0.00
72.72,108.71
62.51,108.71
60.16,0.00
69.46,108.71
65.22,0.00
118.75,0.00
51.63,108.71
39.92,0.00
65.14,0.00
83.26,0.00
94.54,124.24
91.50,0.00
113.47,0.00
82.83,0.00
46.42,0.00
90.98,0.00
8.49,0.00
53.00,77.65
26.78,0.00
21.01,124.24
43.11,0.00
47.88,0.00
51.48,0.00
10.03,77.65
6.69,0.00
6.87,0.00
1.91,0.00
0.14,0.00
1.12,0.00
0.45,0.00
0.12,0.00
0.08,0.00
0.13,108.71
0.14,0.00
0.12,0.00
0.08,0.00
0.21,0.00
0.15,0.00
0.70,0.00
1.14,0.00
1.25,0.00
1.10,0.00
0.92,0.00
10.28,0.00
0.36,0.00
0.40,0.00
0.39,0.00
0.34,0.00
0.38,0.00
1.00,0.00
1.06,77.65
0.54,0.00
0.66,0.00
0.55,0.00
0.39,0.00
0.37,0.00
0.56,0.00
0.66,0.00
0.69,0.00
1.03,0.00
2.04,0.00
1.99,108.71
0.53,0.00
0.66,0.00
0.81,0.00
0.83,0.00
0.55,0.00
0.64,0.00
0.68,0.00
0.76,0.00
1.27,0.00
2.50,0.00
1.69,0.00
0.65,186.37
2.68,0.00
0.72,0.00
0.72,0.00
0.89,0.00
0.74,139.78
0.73,0.00
0.72,0.00
0.95,0.00
1.77,0.00
1.32,0.00
0.49,0.00
0.27,0.00
1.80,0.00
0.80,0.00
2.00,0.00
8.82,0.00
1.75,108.71
1.07,0.00
1.00,0.00
1.04,0.00
1.25,0.00
1.58,0.00
1.66,0.00
1.77,0.00
2.14,0.00
0.75,93.18
7.06,0.00
18.36,0.00
17.12,0.00
1.13,0.00
0.97,108.71
0.82,0.00
0.68,0.00
0.80,0.00
1.09,0.00
0.89,0.00
2.92,0.00
0.53,0.00
4.57,0.00
6.15,0.00
20.16,0.00
23.97,0.00
12.82,0.00
0.99,0.00
1.00,0.00
1.38,0.00
1.63,0.00
2.04,77.65
2.37,0.00
0.54,0.00
23.57,0.00
26.33,0.00
32.16,124.24
25.66,0.00
12.00,0.00
20.75,62.12
3.61,0.00
2.80,0.00
3.36,0.00
0.28,0.00
17.84,0.00
58.03,0.00
67.99,0.00
24.00,108.71
10.22,108.71
20.55,0.00
32.30,0.00
30.21,0.00
12.22,0.00
11.09,0.00
15.28,0.00
40.23,0.00
98.88,0.00
86.09,124.24
0.40,124.24
1.68,0.00
21.47,0.00
39.33,108.71
60.79,0.00
52.05,93.18
54.88,0.00
45.75,62.12
6.37,0.00
3.81,108.71
0.45,0.00
46.50,0.00
90.68,0.00
27.65,124.24
18.66,0.00
21.68,62.12
44.22,0.00
25.05,0.00
19.86,0.00
1.17,124.24
0.65,62.12
0.09,0.00
0.79,93.18
0.14,0.00
0.09,0.00
0.46,0.00
28.92,0.00
41.57,0.00
42.97,0.00
2.70,124.24
0.06,0.00
0.08,0.00
0.60,0.00
0.12,0.00
0.13,0.00
3.02,0.00
11.17,46.59
18.07,108.71
33.17,0.00
46.45,0.00
38.49,0.00
16.72,0.00
5.06,0.00
2.58,0.00
1.20,0.00
0.10,0.00
0.10,0.00
0.07,0.00
0.05,0.00
0.06,0.00
23.71,0.00
29.58,0.00
31.41,0.00
22.08,0.00
11.87,0.00
7.60,62.12
3.55,0.00
2.15,108.71
14.85,0.00
32.14,0.00
0.12,0.00
35.86,0.00
41.43,0.00
45.11,0.00
40.79,0.00
0.20,0.00
0.08,0.00
0.08,0.00
0.09,0.00
0.09,0.00
1.45,0.00
0.79,0.00
0.07,0.00
0.19,0.00
1.37,0.00
16.53,0.00
16.27,62.12
12.11,0.00
15.80,62.12
14.06,0.00
1.28,0.00
0.44,0.00
3.11,0.00
9.33,0.00
1.48,62.12
19.68,295.08
32.37,93.18
44.69,93.18
59.17,77.65
57.29,0.00
43.69,93.18
57.05,0.00
76.92,108.71
85.22,0.00
93.11,108.71
0.35,108.71
1.13,0.00
11.98,217.43
20.78,0.00
25.77,139.78
39.69,0.00
56.97,0.00
61.39,0.00
58.96,108.71
85.24,77.65
40.02,201.90
67.71,0.00
14.37,108.71
13.96,0.00
23.60,0.00
25.34,124.24
28.69,108.71
41.86,77.65
42.57,62.12
46.60,170.84
42.18,0.00
33.91,0.00
29.45,0.00
53.46,139.78
70.87,93.18
14.60,124.24
15.03,93.18
28.01,0.00
33.88,326.14
16.59,0.00
39.44,124.24
44.82,108.71
30.21,186.37
35.61,124.24
40.82,0.00
44.66,0.00
49.83,186.37
10.29,0.00
24.55,0.00
50.50,0.00
84.84,0.00
75.76,0.00
80.37,0.00
60.18,0.00
49.21,217.43
59.22,0.00
20.71,0.00
70.69,0.00
54.56,0.00
15.30,0.00
43.20,0.00
127.96,93.18
41.55,0.00
8.04,0.00
13.00,0.00
55.54,0.00
42.96,0.00
0.22,0.00
0.39,0.00
0.15,77.65
0.08,0.00
19.45,139.78
37.64,0.00
58.63,0.00
10.07,0.00
9.92,0.00
9.59,0.00
16.70,0.00
78.00,0.00
111.55,0.00
94.79,0.00
